plug_label,colony_id,treatment,bleach_treat,symbiont_treat,bleach_bath,tank,position,treat_tank,full,y,x,coord_plot
953,E,L_SS8,Low,SS8,C,3,26,L_SS8_3,L_SS8_3_26,5,3,"5, 3"
954,E,L_SD,Low,SD,C,3,27,L_SD_3,L_SD_3_27,5,5,"5, 5"
955,E,S_RIC,Severe,RIC,C,3,1,S_RIC_3,S_RIC_3_1,1,1,"1, 1"
956,E,L_SD,Low,SD,A,1,28,L_SD_1,L_SD_1_28,5,7,"5, 7"
957,E,M_SD,Medium,SD,C,3,15,M_SD_3,M_SD_3_15,3,5,"3, 5"
958,E,L_RIC,Low,RIC,A,1,34,L_RIC_1,L_RIC_1_34,6,8,"6, 8"
959,E,S_RIC,Severe,RIC,A,1,28,S_RIC_1,S_RIC_1_28,5,7,"5, 7"
960,E,C,Control,C,D,3,32,C_3,C_3_32,6,4,"6, 4"
961,E,L_SD,Low,SD,B,2,12,L_SD_2,L_SD_2_12,2,12,"2, 12"
962,E,M_SD,Medium,SD,C,3,26,M_SD_3,M_SD_3_26,5,3,"5, 3"
963,E,L_RIC,Low,RIC,C,3,18,L_RIC_3,L_RIC_3_18,3,11,"3, 11"
964,E,C,Control,C,D,3,19,C_3,C_3_19,4,2,"4, 2"
965,E,C,Control,C,D,2,18,C_2,C_2_18,3,11,"3, 11"
966,E,C,Control,C,D,2,31,C_2,C_2_31,6,2,"6, 2"
967,E,S_SS8,Severe,SS8,B,2,24,S_SS8_2,S_SS8_2_24,4,12,"4, 12"
968,E,L_SD,Low,SD,C,3,21,L_SD_3,L_SD_3_21,4,6,"4, 6"
969,E,C,Control,C,D,1,34,C_1,C_1_34,6,8,"6, 8"
970,E,M_SD,Medium,SD,A,1,42,M_SD_1,M_SD_1_42,7,11,"7, 11"
971,E,L_RIC,Low,RIC,B,2,23,L_RIC_2,L_RIC_2_23,4,10,"4, 10"
972,E,C,Control,C,D,1,10,C_1,C_1_10,2,8,"2, 8"
973,E,C,Control,C,D,2,6,C_2,C_2_6,1,11,"1, 11"
974,E,C,Control,C,D,3,11,C_3,C_3_11,2,10,"2, 10"
975,E,S_SD,Severe,SD,C,3,18,S_SD_3,S_SD_3_18,3,11,"3, 11"
976,E,M_SS8,Medium,SS8,B,2,40,M_SS8_2,M_SS8_2_40,7,7,"7, 7"
977,E,L_RIC,Low,RIC,B,2,10,L_RIC_2,L_RIC_2_10,2,8,"2, 8"
978,E,M_SD,Medium,SD,B,2,27,M_SD_2,M_SD_2_27,5,5,"5, 5"
980,E,M_SD,Medium,SD,A,1,30,M_SD_1,M_SD_1_30,5,11,"5, 11"
981,E,L_SD,Low,SD,A,1,37,L_SD_1,L_SD_1_37,7,1,"7, 1"
982,E,L_RIC,Low,RIC,C,3,34,L_RIC_3,L_RIC_3_34,6,8,"6, 8"
983,E,S_RIC,Severe,RIC,B,2,34,S_RIC_2,S_RIC_2_34,6,8,"6, 8"
984,E,L_SS8,Low,SS8,C,3,22,L_SS8_3,L_SS8_3_22,4,8,"4, 8"
985,E,S_SD,Severe,SD,B,2,33,S_SD_2,S_SD_2_33,6,6,"6, 6"
987,E,M_RIC,Medium,RIC,B,2,41,M_RIC_2,M_RIC_2_41,7,9,"7, 9"
988,E,L_SS8,Low,SS8,B,2,14,L_SS8_2,L_SS8_2_14,3,3,"3, 3"
989,E,M_RIC,Medium,RIC,A,1,13,M_RIC_1,M_RIC_1_13,3,1,"3, 1"
991,E,S_RIC,Severe,RIC,C,3,26,S_RIC_3,S_RIC_3_26,5,3,"5, 3"
992,E,M_SS8,Medium,SS8,A,1,27,M_SS8_1,M_SS8_1_27,5,5,"5, 5"
993,F,S_RIC,Severe,RIC,C,3,3,S_RIC_3,S_RIC_3_3,1,5,"1, 5"
995,F,M_SS8,Medium,SS8,C,3,17,M_SS8_3,M_SS8_3_17,3,9,"3, 9"
998,F,L_SS8,Low,SS8,A,1,34,L_SS8_1,L_SS8_1_34,6,8,"6, 8"
999,F,S_SD,Severe,SD,A,1,32,S_SD_1,S_SD_1_32,6,4,"6, 4"
1002,F,S_RIC,Severe,RIC,B,2,22,S_RIC_2,S_RIC_2_22,4,8,"4, 8"
1003,F,S_SS8,Severe,SS8,C,3,3,S_SS8_3,S_SS8_3_3,1,5,"1, 5"
1005,F,S_RIC,Severe,RIC,C,3,12,S_RIC_3,S_RIC_3_12,2,12,"2, 12"
1006,F,M_SD,Medium,SD,A,1,4,M_SD_1,M_SD_1_4,1,7,"1, 7"
1008,F,L_SS8,Low,SS8,B,2,22,L_SS8_2,L_SS8_2_22,4,8,"4, 8"
1010,F,L_RIC,Low,RIC,C,3,24,L_RIC_3,L_RIC_3_24,4,12,"4, 12"
1012,F,L_RIC,Low,RIC,B,2,27,L_RIC_2,L_RIC_2_27,5,5,"5, 5"
1015,F,L_SD,Low,SD,A,1,1,L_SD_1,L_SD_1_1,1,1,"1, 1"
1016,F,L_SD,Low,SD,A,1,36,L_SD_1,L_SD_1_36,6,12,"6, 12"
1019,F,S_SS8,Severe,SS8,A,1,15,S_SS8_1,S_SS8_1_15,3,5,"3, 5"
1020,F,S_SS8,Severe,SS8,B,2,20,S_SS8_2,S_SS8_2_20,4,4,"4, 4"
1022,F,C,Control,C,D,3,10,C_3,C_3_10,2,8,"2, 8"
1023,F,L_RIC,Low,RIC,C,3,31,L_RIC_3,L_RIC_3_31,6,2,"6, 2"
1024,F,S_RIC,Severe,RIC,C,3,6,S_RIC_3,S_RIC_3_6,1,11,"1, 11"
1025,F,M_RIC,Medium,RIC,A,1,17,M_RIC_1,M_RIC_1_17,3,9,"3, 9"
1026,F,M_RIC,Medium,RIC,B,2,17,M_RIC_2,M_RIC_2_17,3,9,"3, 9"
1027,F,M_SD,Medium,SD,A,1,12,M_SD_1,M_SD_1_12,2,12,"2, 12"
1029,F,M_SD,Medium,SD,B,2,9,M_SD_2,M_SD_2_9,2,6,"2, 6"
1032,F,M_SD,Medium,SD,C,3,5,M_SD_3,M_SD_3_5,1,9,"1, 9"
1033,F,S_RIC,Severe,RIC,B,2,20,S_RIC_2,S_RIC_2_20,4,4,"4, 4"
1034,F,L_RIC,Low,RIC,B,2,19,L_RIC_2,L_RIC_2_19,4,2,"4, 2"
1035,F,M_SS8,Medium,SS8,B,2,18,M_SS8_2,M_SS8_2_18,3,11,"3, 11"
1036,F,C,Control,C,D,3,3,C_3,C_3_3,1,5,"1, 5"
1037,F,S_SD,Severe,SD,A,1,29,S_SD_1,S_SD_1_29,5,9,"5, 9"
1039,F,C,Control,C,D,2,9,C_2,C_2_9,2,6,"2, 6"
1040,F,M_SS8,Medium,SS8,C,3,1,M_SS8_3,M_SS8_3_1,1,1,"1, 1"
1041,F,C,Control,C,D,2,28,C_2,C_2_28,5,7,"5, 7"
1042,F,M_SS8,Medium,SS8,B,2,28,M_SS8_2,M_SS8_2_28,5,7,"5, 7"
1043,F,S_SS8,Severe,SS8,C,3,28,S_SS8_3,S_SS8_3_28,5,7,"5, 7"
1044,F,S_SD,Severe,SD,B,2,2,S_SD_2,S_SD_2_2,1,3,"1, 3"
1045,F,M_SD,Medium,SD,A,1,5,M_SD_1,M_SD_1_5,1,9,"1, 9"
1046,F,M_SD,Medium,SD,B,2,7,M_SD_2,M_SD_2_7,2,2,"2, 2"
1047,F,L_RIC,Low,RIC,A,1,18,L_RIC_1,L_RIC_1_18,3,11,"3, 11"
1050,F,M_RIC,Medium,RIC,A,1,8,M_RIC_1,M_RIC_1_8,2,4,"2, 4"
1051,F,S_RIC,Severe,RIC,B,2,19,S_RIC_2,S_RIC_2_19,4,2,"4, 2"
1052,F,S_SS8,Severe,SS8,A,1,3,S_SS8_1,S_SS8_1_3,1,5,"1, 5"
1053,F,C,Control,C,D,2,7,C_2,C_2_7,2,2,"2, 2"
1054,F,S_SS8,Severe,SS8,A,1,33,S_SS8_1,S_SS8_1_33,6,6,"6, 6"
1056,F,M_SS8,Medium,SS8,A,1,31,M_SS8_1,M_SS8_1_31,6,2,"6, 2"
1058,F,L_SD,Low,SD,B,2,36,L_SD_2,L_SD_2_36,6,12,"6, 12"
1059,F,S_RIC,Severe,RIC,A,1,40,S_RIC_1,S_RIC_1_40,7,7,"7, 7"
1060,F,S_SD,Severe,SD,A,1,10,S_SD_1,S_SD_1_10,2,8,"2, 8"
1061,F,C,Control,C,D,2,13,C_2,C_2_13,3,1,"3, 1"
1063,F,C,Control,C,D,3,1,C_3,C_3_1,1,1,"1, 1"
1064,F,C,Control,C,D,1,36,C_1,C_1_36,6,12,"6, 12"
1065,F,L_RIC,Low,RIC,A,1,30,L_RIC_1,L_RIC_1_30,5,11,"5, 11"
1066,F,S_SD,Severe,SD,B,2,7,S_SD_2,S_SD_2_7,2,2,"2, 2"
1067,F,S_RIC,Severe,RIC,A,1,10,S_RIC_1,S_RIC_1_10,2,8,"2, 8"
1068,F,M_SS8,Medium,SS8,C,3,24,M_SS8_3,M_SS8_3_24,4,12,"4, 12"
1069,F,S_SD,Severe,SD,A,1,38,S_SD_1,S_SD_1_38,7,3,"7, 3"
1070,F,C,Control,C,D,2,42,C_2,C_2_42,7,11,"7, 11"
1071,F,M_RIC,Medium,RIC,B,2,5,M_RIC_2,M_RIC_2_5,1,9,"1, 9"
1073,F,L_SS8,Low,SS8,C,3,9,L_SS8_3,L_SS8_3_9,2,6,"2, 6"
1075,F,S_SS8,Severe,SS8,C,3,13,S_SS8_3,S_SS8_3_13,3,1,"3, 1"
1076,F,M_SD,Medium,SD,C,3,16,M_SD_3,M_SD_3_16,3,7,"3, 7"
1077,F,M_SS8,Medium,SS8,B,2,17,M_SS8_2,M_SS8_2_17,3,9,"3, 9"
1079,F,L_SD,Low,SD,A,1,38,L_SD_1,L_SD_1_38,7,3,"7, 3"
1080,F,L_RIC,Low,RIC,A,1,13,L_RIC_1,L_RIC_1_13,3,1,"3, 1"
